Date,Area is: World,Sub Area is: Country,Sub Area is: City,Image url,Special colum: lpi,Item title ENG,Item ENG,Item title ITA,Item ITA,Item title POR,Item POR,Item title DEU,Item DEU,Item title FRA,Item FRA,Item title CHI,Item CHI,Item title JAP,Item JAP,Item ESP,Item title GAE,Item GAE,Item title MAG,Item MAG,Item title URD,Item URD
"Wednesday, October 5, 1994",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, October 6, 1994",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, October 7, 1994",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, October 8, 1994",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, October 9, 1994",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, October 10, 1994",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, October 11, 1994",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, October 12, 1994",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, October 13, 1994",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, October 14, 1994",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, October 15, 1994",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, October 16, 1994",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, October 17, 1994",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, October 18, 1994",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, October 19, 1994",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, October 20, 1994",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, October 21, 1994",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, October 22, 1994",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, October 23, 1994",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, October 24, 1994",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, October 25, 1994",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, October 26, 1994",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, October 27, 1994",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, October 28, 1994",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, October 29, 1994",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, October 30, 1994",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, October 31, 1994",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, November 1, 1994",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, November 2, 1994",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, November 3, 1994",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, November 4, 1994",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, November 5, 1994",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, November 6, 1994",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, November 7, 1994",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, November 8, 1994",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, November 9, 1994",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, November 10, 1994",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, November 11, 1994",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, November 12, 1994",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, November 13, 1994",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, November 14, 1994",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, November 15, 1994",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, November 16, 1994",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, November 17, 1994",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, November 18, 1994",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, November 19, 1994",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, November 20, 1994",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, November 21, 1994",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, November 22, 1994",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, November 23, 1994",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, November 24, 1994",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, November 25, 1994",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, November 26, 1994",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, November 27, 1994",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, November 28, 1994",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, November 29, 1994",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, November 30, 1994",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, December 1, 1994",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, December 2, 1994",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, December 3, 1994",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, December 4, 1994",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, December 5, 1994",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, December 6, 1994",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, December 7, 1994",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, December 8, 1994",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, December 9, 1994",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, December 10, 1994",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, December 11, 1994",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, December 12, 1994",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, December 13, 1994",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, December 14, 1994",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, December 15, 1994",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, December 16, 1994",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, December 17, 1994",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, December 18, 1994",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, December 19, 1994",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, December 20, 1994",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, December 21, 1994",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, December 22, 1994",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, December 23, 1994",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, December 24, 1994",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, December 25, 1994",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, December 26, 1994",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, December 27, 1994",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, December 28, 1994",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, December 29, 1994",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, December 30, 1994",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, December 31, 1994",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, January 1, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, January 2, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, January 3, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, January 4, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, January 5, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, January 6, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, January 7, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, January 8, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, January 9, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, January 10, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, January 11, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, January 12, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, January 13, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, January 14, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, January 15, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, January 16, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, January 17, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, January 18, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, January 19, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, January 20, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, January 21, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, January 22, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, January 23, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, January 24, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, January 25, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, January 26, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, January 27, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, January 28, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, January 29, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, January 30, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, January 31, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, February 1, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, February 2, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, February 3, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, February 4, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, February 5, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, February 6, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, February 7, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, February 8, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, February 9, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, February 10, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, February 11, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, February 12, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, February 13, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, February 14, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, February 15, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, February 16, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, February 17, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, February 18, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, February 19, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, February 20, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, February 21, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, February 22, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, February 23, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, February 24, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, February 25, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, February 26, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, February 27, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, February 28, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, March 1, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, March 2, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, March 3, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, March 4, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, March 5, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, March 6, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, March 7, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, March 8, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, March 9, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, March 10, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, March 11, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, March 12, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, March 13, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, March 14, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, March 15, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, March 16, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, March 17, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, March 18, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, March 19, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, March 20, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, March 21, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, March 22, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, March 23, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, March 24, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, March 25, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, March 26, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, March 27, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, March 28, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, March 29, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, March 30, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, March 31, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, April 1, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, April 2, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, April 3, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, April 4, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, April 5, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, April 6, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, April 7, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, April 8, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, April 9, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, April 10, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, April 11, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, April 12, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, April 13, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, April 14, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, April 15, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, April 16, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, April 17, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, April 18, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, April 19, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, April 20, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, April 21, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, April 22, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, April 23, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, April 24, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, April 25, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, April 26, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, April 27, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, April 28, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, April 29, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, April 30, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, May 1, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, May 2, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, May 3, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, May 4, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, May 5, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, May 6, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, May 7, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, May 8, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, May 9, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, May 10, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, May 11, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, May 12, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, May 13, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, May 14, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, May 15, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, May 16, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, May 17, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, May 18, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, May 19, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, May 20, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, May 21, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, May 22, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, May 23, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, May 24, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, May 25, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, May 26, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, May 27, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, May 28, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, May 29, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, May 30, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, May 31, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, June 1, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, June 2, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, June 3, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, June 4, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, June 5, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, June 6, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, June 7, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, June 8, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, June 9, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, June 10, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, June 11, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, June 12, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, June 13, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, June 14, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, June 15, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, June 16, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, June 17, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, June 18, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, June 19, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, June 20, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, June 21, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, June 22, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, June 23, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, June 24, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, June 25, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, June 26, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, June 27, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, June 28, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, June 29, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, June 30, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, July 1, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, July 2, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, July 3, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, July 4, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, July 5, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, July 6, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, July 7, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, July 8, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, July 9, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, July 10, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, July 11, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, July 12, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, July 13, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, July 14, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, July 15, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, July 16, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, July 17, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, July 18, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, July 19, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, July 20, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, July 21, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, July 22, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, July 23, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, July 24, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, July 25, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, July 26, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, July 27, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, July 28, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, July 29, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, July 30, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, July 31, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, August 1, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, August 2, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, August 3, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, August 4, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, August 5, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, August 6, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, August 7, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, August 8, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, August 9, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, August 10, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, August 11, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, August 12, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, August 13, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, August 14, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, August 15, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, August 16, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, August 17, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, August 18, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, August 19, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, August 20, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, August 21, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, August 22, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, August 23, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, August 24, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, August 25, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, August 26, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, August 27, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, August 28, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, August 29, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, August 30, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, August 31, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, September 1, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, September 2, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, September 3, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, September 4, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, September 5, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, September 6, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
