Date,Area is: World,Sub Area is: Country,Sub Area is: City,LPI SPECIFIC,Image url,Item title ENG,Item ENG,Item title ITA,Item ITA,Item title POR,Item POR,Item title DEU,Item DEU,Item title FRA,Item FRA,Item title CHI,Item CHI,Item title JAP,Item JAP,Item ESP,Item title GAE,Item GAE,Item title MAG,Item MAG,Item title URD,Item URD
"Wednesday, May 31, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, June 1, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, June 2, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, June 3, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, June 4, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, June 5, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, June 6, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, June 7, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, June 8, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, June 9, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, June 10, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, June 11, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, June 12, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, June 13, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, June 14, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, June 15, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, June 16, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, June 17, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, June 18, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, June 19, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, June 20, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, June 21, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, June 22, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, June 23, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, June 24, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, June 25, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, June 26, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, June 27, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, June 28, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, June 29, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, June 30, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, July 1, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, July 2, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, July 3, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, July 4, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, July 5, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, July 6, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, July 7, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, July 8, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, July 9, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, July 10, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, July 11, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, July 12, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, July 13, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, July 14, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, July 15, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, July 16, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, July 17, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, July 18, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, July 19, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, July 20, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, July 21, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, July 22, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, July 23, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, July 24, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, July 25, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, July 26, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, July 27, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, July 28, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, July 29, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, July 30, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, July 31, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, August 1, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, August 2, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, August 3, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, August 4, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, August 5, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, August 6, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, August 7, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, August 8, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, August 9, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, August 10, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, August 11, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, August 12, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, August 13, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, August 14, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, August 15, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, August 16, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, August 17, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, August 18, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, August 19, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, August 20, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, August 21, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, August 22, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, August 23, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, August 24, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, August 25, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, August 26, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, August 27, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, August 28, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, August 29, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, August 30, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, August 31, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, September 1, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, September 2, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, September 3, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, September 4, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, September 5, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, September 6, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, September 7, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, September 8, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, September 9, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, September 10, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, September 11, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, September 12, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, September 13, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, September 14, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, September 15, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, September 16, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, September 17, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, September 18, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, September 19, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, September 20, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, September 21, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, September 22, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, September 23, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, September 24, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, September 25, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, September 26, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, September 27, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, September 28, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, September 29, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, September 30, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, October 1, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, October 2, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, October 3, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, October 4, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, October 5, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, October 6, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, October 7, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, October 8, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, October 9, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, October 10, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, October 11, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, October 12, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, October 13, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, October 14, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, October 15, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, October 16, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, October 17, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, October 18, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, October 19, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, October 20, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, October 21, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, October 22, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, October 23, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, October 24, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, October 25, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, October 26, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, October 27, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, October 28, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, October 29, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, October 30, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, October 31, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, November 1, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, November 2, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, November 3, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, November 4, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, November 5, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, November 6, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, November 7, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, November 8, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, November 9, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, November 10, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, November 11, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, November 12, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, November 13, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, November 14, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, November 15, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, November 16, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, November 17, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, November 18, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, November 19, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, November 20, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, November 21, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, November 22, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, November 23, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, November 24, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, November 25, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, November 26, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, November 27, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, November 28, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, November 29, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, November 30, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, December 1, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, December 2, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, December 3, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, December 4, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, December 5, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, December 6, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, December 7, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, December 8, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, December 9, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, December 10, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, December 11, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, December 12, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, December 13, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, December 14, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, December 15, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, December 16, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, December 17, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, December 18, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, December 19, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, December 20, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, December 21, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, December 22, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, December 23, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, December 24, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, December 25, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, December 26, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, December 27, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, December 28, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, December 29, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, December 30, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, December 31, 1995",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, January 1, 1996",World,,,,,,"KDE was announced
In 1996, Matthias Ettrich announced the creation of Kool Desktop Environment (KDE), a graphical interface for Unix systems, built with Qt and C ++ and designed for the end user. The name “KDE” was a pun on the graphic environment CDE, which was proprietary at the time. Read the original announcement of the KDE Project.",,,,,,,,,,,,,,,,,,,
"Tuesday, January 2, 1996",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, January 3, 1996",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, January 4, 1996",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, January 5, 1996",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, January 6, 1996",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, January 7, 1996",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, January 8, 1996",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, January 9, 1996",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, January 10, 1996",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, January 11, 1996",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, January 12, 1996",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, January 13, 1996",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, January 14, 1996",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, January 15, 1996",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, January 16, 1996",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, January 17, 1996",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, January 18, 1996",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, January 19, 1996",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, January 20, 1996",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, January 21, 1996",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, January 22, 1996",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, January 23, 1996",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, January 24, 1996",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, January 25, 1996",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, January 26, 1996",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, January 27, 1996",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, January 28, 1996",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, January 29, 1996",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, January 30, 1996",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, January 31, 1996",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, February 1, 1996",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, February 2, 1996",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, February 3, 1996",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, February 4, 1996",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, February 5, 1996",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, February 6, 1996",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, February 7, 1996",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, February 8, 1996",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, February 9, 1996",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, February 10, 1996",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, February 11, 1996",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, February 12, 1996",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, February 13, 1996",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, February 14, 1996",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, February 15, 1996",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, February 16, 1996",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, February 17, 1996",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, February 18, 1996",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, February 19, 1996",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, February 20, 1996",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, February 21, 1996",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, February 22, 1996",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, February 23, 1996",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, February 24, 1996",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, February 25, 1996",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, February 26, 1996",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, February 27, 1996",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, February 28, 1996",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, February 29, 1996",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, March 1, 1996",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, March 2, 1996",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, March 3, 1996",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, March 4, 1996",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, March 5, 1996",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, March 6, 1996",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, March 7, 1996",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, March 8, 1996",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, March 9, 1996",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, March 10, 1996",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, March 11, 1996",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, March 12, 1996",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, March 13, 1996",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, March 14, 1996",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, March 15, 1996",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, March 16, 1996",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, March 17, 1996",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, March 18, 1996",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, March 19, 1996",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, March 20, 1996",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, March 21, 1996",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, March 22, 1996",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, March 23, 1996",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, March 24, 1996",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, March 25, 1996",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, March 26, 1996",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, March 27, 1996",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, March 28, 1996",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, March 29, 1996",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, March 30, 1996",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, March 31, 1996",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, April 1, 1996",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, April 2, 1996",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, April 3, 1996",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, April 4, 1996",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, April 5, 1996",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, April 6, 1996",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, April 7, 1996",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, April 8, 1996",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, April 9, 1996",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, April 10, 1996",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, April 11, 1996",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, April 12, 1996",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, April 13, 1996",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, April 14, 1996",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, April 15, 1996",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, April 16, 1996",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, April 17, 1996",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, April 18, 1996",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, April 19, 1996",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, April 20, 1996",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, April 21, 1996",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Monday, April 22, 1996",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Tuesday, April 23, 1996",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Wednesday, April 24, 1996",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Thursday, April 25, 1996",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Friday, April 26, 1996",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Saturday, April 27, 1996",World,,,,,,,,,,,,,,,,,,,,,,,,,
"Sunday, April 28, 1996",World,,,,,,,,,,,,,,,,,,,,,,,,,
